Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
MMPB,America/Mexico_City,2020-11-21,50.00,73.40,38.30,50.90,2.24,17.26,,N,3.11,12.43,,,30.32,30.52,ICC03,three oktas - 4/10,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-22,42.80,77.00,23.00,43.52,2.24,10.36,,N,3.11,12.43,,,30.23,30.38,NCD,no cloud detected,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-23,41.00,74.84,19.40,40.46,0.00,9.21,,N,3.11,12.43,,,30.26,30.42,NCD,no cloud detected,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-24,41.00,79.88,26.60,42.80,0.00,14.99,,S,3.11,12.43,,,30.25,30.40,NCD,no cloud detected,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-25,44.60,81.32,28.40,39.38,0.00,9.21,,N,3.11,12.43,,,30.27,30.42,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-26,42.80,80.60,24.80,37.40,0.00,16.11,,S,3.11,10.00,,,30.24,30.40,NCD,no cloud detected,ICC05,five oktas - 6/10,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-27,44.60,81.68,19.40,39.20,0.00,12.75,,S,3.11,11.00,,,30.22,30.38,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-28,42.80,79.52,21.20,48.20,0.00,16.11,,S,3.11,12.43,,,30.21,30.36,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-29,42.80,77.36,30.56,48.20,0.00,17.26,,S,3.11,8.00,,,30.21,30.33,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-11-30,50.00,70.16,40.28,49.82,2.24,16.11,,S,3.11,9.00,,,30.27,30.42,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-01,44.60,68.00,42.80,45.32,0.00,12.75,,S,3.11,12.43,,,30.23,30.41,FEW,mostly clear,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-02,41.00,72.32,39.20,49.10,2.24,21.92,25.32,S,3.11,10.00,,,30.22,30.36,NCD,no cloud detected,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-03,41.00,70.88,37.40,48.20,2.24,23.04,,S,3.11,12.43,,,30.21,30.36,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-04,41.00,69.80,35.60,48.38,2.24,20.80,26.47,S,3.11,12.43,,,30.24,30.38,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-05,42.80,72.68,37.40,50.90,2.24,20.80,,S,3.11,12.43,,,30.26,30.41,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-06,39.20,74.12,33.80,47.84,0.00,16.11,,S,3.11,12.43,,,30.21,30.35,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-07,48.20,73.40,39.02,46.58,0.00,9.21,,E,3.11,9.00,,,30.27,30.40,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-08,44.60,73.40,39.20,45.50,0.00,9.21,17.26,S,3.11,9.00,,,30.33,30.45,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-09,44.60,74.48,34.88,41.00,0.00,10.36,,S,3.11,9.00,,,30.30,30.47,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-10,42.80,74.48,30.74,39.20,2.24,17.26,,S,3.11,9.00,,,30.26,30.41,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-11,44.60,75.20,37.04,46.40,0.00,14.99,,S,3.11,9.00,,,30.19,30.34,NCD,no cloud detected,FEW,mostly clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-12,44.60,75.92,37.40,46.04,2.24,17.26,,S,3.11,9.00,,,30.20,30.34,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-13,41.00,76.28,35.60,46.40,0.00,17.26,,S,3.11,9.00,,,30.24,30.38,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-14,51.80,71.60,41.00,44.60,5.75,18.41,,S,0.00,10.00,,,29.93,30.41,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-15,41.00,73.76,35.60,48.20,2.24,19.69,,S,3.11,9.00,,,30.16,30.34,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-16,48.20,69.80,39.20,48.20,0.00,17.26,,S,5.00,10.00,,,30.18,30.31,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-17,46.40,69.80,35.60,49.10,2.24,13.87,,S,3.11,9.00,,,30.27,30.40,NCD,no cloud detected,ICC06,six oktas - 7/10 - 8/10,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-18,47.84,71.24,40.28,46.40,2.24,9.21,,S,3.11,12.43,,,29.92,30.46,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-19,42.80,77.00,30.20,45.32,0.00,11.51,,S,3.11,12.43,,,30.25,30.40,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-20,50.00,73.40,35.60,42.80,3.45,10.36,,S,6.00,6.00,,,29.84,30.37,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-21,44.60,73.40,37.40,48.38,2.24,13.42,,S,3.11,12.43,,,30.29,30.42,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-22,53.60,73.40,39.20,44.60,0.00,17.26,,S,7.00,10.00,,,29.91,30.44,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-23,44.60,75.56,39.20,46.40,2.24,13.87,16.11,S,3.11,8.00,,,30.25,30.41,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-24,44.60,71.60,33.80,44.60,0.00,10.36,17.26,N,5.00,10.00,,,30.26,30.41,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-25,39.20,66.56,35.60,42.80,2.24,11.51,,S,3.11,9.00,,,30.29,30.46,NCD,no cloud detected,FEW,mostly clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-26,41.00,71.24,35.42,42.80,0.00,19.69,,S,3.11,8.00,,,30.18,30.35,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-27,39.20,73.40,10.40,44.24,0.00,9.21,,N,3.11,12.43,,,30.19,30.33,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-28,37.40,73.40,3.20,21.20,0.00,12.66,,S,8.00,10.00,,,30.23,30.37,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-29,33.80,72.32,19.40,38.12,2.24,14.99,,S,3.11,12.43,,,30.19,30.36,NCD,no cloud detected,FEW,mostly clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-30,35.60,66.20,28.40,45.14,0.00,26.47,34.52,S,3.11,12.43,,,30.08,30.26,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2020-12-31,46.40,71.60,26.60,48.20,2.24,35.79,44.96,S,3.11,12.43,,,29.84,30.12,SKC,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-01,30.20,68.36,23.36,45.14,0.00,23.04,24.17,S,3.11,12.43,,,30.21,30.31,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-02,39.56,73.76,12.20,32.90,2.24,17.22,,S,3.11,12.43,,,29.89,30.31,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-03,35.60,74.48,26.60,46.76,0.00,13.87,,S,3.11,12.43,,,30.26,30.41,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-04,42.80,75.56,30.20,39.20,0.00,12.75,,S,3.11,10.00,,,30.25,30.39,FEW,mostly clear,ICC05,five oktas - 6/10,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-05,41.00,73.40,26.60,39.20,0.00,14.99,,S,3.11,12.43,,,30.22,30.39,ICC01,one okta - 1/10 or less but not zero,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-06,41.00,72.32,37.40,45.50,0.00,18.41,,S,3.11,10.00,,,30.19,30.35,FEW,mostly clear,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-07,42.80,68.00,35.60,42.62,0.00,16.11,,S,3.11,8.00,,,30.25,30.39,FEW,mostly clear,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-08,39.20,73.04,34.52,44.42,0.00,14.99,,S,3.11,10.00,,,30.26,30.41,NCD,no cloud detected,ICC05,five oktas - 6/10,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-09,42.80,71.24,32.00,47.48,0.00,24.17,,S,3.11,8.00,,,30.19,30.39,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-10,50.00,68.36,41.00,50.54,0.00,20.80,,S,3.11,8.00,,,30.19,30.32,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-11,46.40,59.72,41.00,48.20,0.00,13.87,,S,3.11,9.00,,,30.29,30.37,ICC06,six oktas - 7/10 - 8/10,OVC,overcast,DZ,drizzle,IWC53,drizzle,+DZ,heavy drizzle,IWC55,heavy drizzle,IWC50,light intermittent drizzle,IWC05,haze,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-12,44.60,66.20,34.88,47.30,2.24,14.99,,S,3.11,12.43,,,30.26,30.42,FEW,mostly clear,BKN,mostly cloudy,IWC50,light intermittent drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-13,39.20,70.88,37.40,44.24,0.00,16.11,,S,3.11,12.43,,,30.26,30.41,ICC01,one okta - 1/10 or less but not zero,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-14,42.80,70.16,39.20,46.40,2.24,13.87,,S,3.11,9.00,,,30.23,30.36,FEW,mostly clear,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-15,44.60,71.60,35.60,48.56,2.24,13.87,,S,3.11,9.00,,,30.19,30.34,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-16,44.60,71.96,40.82,44.78,0.00,16.11,,S,3.11,8.00,,,30.19,30.37,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-17,48.20,69.80,41.00,52.16,0.00,16.11,27.74,N,3.11,12.43,,,30.21,30.34,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-18,41.00,73.04,35.60,47.48,2.24,10.36,,SW,3.11,10.00,,,30.22,30.37,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-19,41.00,76.64,35.60,48.56,2.24,110.47,,S,3.11,10.00,,,30.27,30.38,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-20,41.00,70.52,35.60,51.80,0.00,16.11,,N,3.11,12.43,,,30.35,30.46,ICC01,one okta - 1/10 or less but not zero,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-21,39.20,78.80,30.02,45.32,0.00,13.42,,S,3.11,12.43,,,30.27,30.44,NCD,no cloud detected,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-22,41.00,80.60,28.40,48.20,2.24,12.75,,SW,3.11,11.00,,,30.22,30.38,NCD,no cloud detected,ICC03,three oktas - 4/10,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-23,42.80,80.24,26.96,37.40,0.00,13.87,,S,3.11,12.00,,,30.21,30.37,FEW,mostly clear,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-24,46.40,76.64,21.20,38.66,0.00,11.51,,S,3.11,12.43,,,30.20,30.34,FEW,mostly clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-25,41.00,75.56,28.40,46.40,0.00,19.69,21.92,S,3.11,10.00,,,30.15,30.30,NCD,no cloud detected,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-26,46.40,79.52,35.96,47.66,2.24,13.87,24.16,S,3.11,12.43,,,30.14,30.28,NCD,no cloud detected,ICC03,three oktas - 4/10,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-27,50.00,80.24,32.00,46.58,2.24,17.26,,N,3.11,10.00,,,30.24,30.46,ICC01,one okta - 1/10 or less but not zero,BKN,mostly cloudy,-TSRA,thunderstorm with light rain,IWC95,thunderstorm with rain,-RA,light rain,IWC61,light rain,IWC05,haze,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-28,48.92,73.22,38.48,44.42,0.00,20.80,26.47,NW,3.11,10.00,,,30.27,30.46,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-29,42.80,75.20,30.20,44.60,0.00,14.99,21.92,SE,3.11,12.43,,,30.29,30.45,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-30,44.60,80.60,26.60,44.24,2.24,20.80,,S,3.11,10.00,,,30.18,30.35,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-01-31,44.60,78.80,17.60,42.98,2.24,20.80,,N,3.11,12.43,,,30.24,30.35,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-01,50.72,71.60,34.88,46.22,2.24,18.41,26.47,N,3.11,12.43,,,30.30,30.46,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-02,32.00,73.76,23.90,39.38,0.00,12.75,,S,3.11,10.00,,,30.24,30.41,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-03,39.20,80.96,8.60,33.98,0.00,16.11,,S,3.11,12.43,,,30.19,30.34,NCD,no cloud detected,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-04,41.00,81.32,17.60,37.22,0.00,19.69,,S,3.11,11.00,,,30.18,30.36,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-05,42.80,78.80,24.80,40.10,0.00,19.69,25.32,S,3.11,9.00,,,30.12,30.29,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-06,46.40,78.08,32.00,46.04,0.00,23.04,,S,3.11,9.00,,,30.14,30.27,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-07,44.60,75.20,32.00,37.40,0.00,18.41,,S,6.00,10.00,,,30.16,30.31,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-08,41.00,79.16,24.80,46.58,0.00,20.80,21.92,S,3.11,12.43,,,30.18,30.33,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-09,44.60,78.80,30.20,44.78,0.00,17.26,18.41,S,0.00,10.00,,,30.21,30.34,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-10,48.20,71.60,35.60,46.40,0.00,14.96,,S,6.00,8.00,,,30.15,30.32,SKC,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-11,46.40,71.60,32.00,42.80,0.00,23.02,,S,7.00,10.00,,,30.08,30.25,FEW,mostly clear,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-12,39.20,68.00,21.20,37.40,0.00,26.47,33.37,S,7.00,10.00,,,30.07,30.19,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-13,41.00,64.40,17.60,30.20,0.00,33.37,36.82,S,10.00,10.00,,,30.03,30.15,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-14,32.00,71.60,17.60,37.58,0.00,28.86,32.22,S,3.11,12.43,,,30.07,30.22,NCD,no cloud detected,SCT,partly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-15,39.20,68.00,12.20,21.20,0.00,46.03,,S,10.00,10.00,,,30.16,30.28,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-16,35.60,69.80,10.40,36.68,0.00,32.22,35.79,S,3.11,12.43,,,30.12,30.30,NCD,no cloud detected,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-17,37.40,75.56,15.80,34.16,2.24,19.69,,S,3.11,12.43,,,30.14,30.28,ICC03,three oktas - 4/10,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-18,33.80,77.36,15.80,28.76,2.24,17.26,,S,3.11,12.43,,,30.18,30.31,NCD,no cloud detected,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-19,50.00,69.80,28.40,37.40,0.00,12.66,,SE,7.00,10.00,,,29.92,30.41,SKC,clear,FEW,mostly clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-20,33.80,73.40,26.60,32.00,0.00,16.11,,S,7.00,9.00,,,30.26,30.43,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-21,39.20,73.40,28.40,37.40,2.30,17.26,24.17,S,7.00,9.00,,,30.22,30.38,SKC,clear,SKC,clear,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-22,42.80,78.80,23.00,41.36,2.24,13.87,,NE,3.11,9.00,,,30.22,30.37,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-23,41.00,75.20,30.56,40.28,0.00,14.99,16.11,S,3.11,12.43,,,30.22,30.39,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-24,41.00,81.68,23.00,39.38,0.00,20.80,,S,3.11,12.43,,,30.21,30.37,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-25,41.00,79.16,21.20,35.42,2.24,17.26,,SE,3.11,10.00,,,30.23,30.40,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-26,42.80,83.84,32.00,41.00,0.00,18.41,,S,3.11,9.00,,,30.15,30.34,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-27,46.40,80.60,33.80,42.80,0.00,17.26,16.11,S,3.11,9.00,,,30.15,30.29,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-02-28,48.20,82.76,35.60,48.74,0.00,19.69,,S,3.11,12.43,,,30.16,30.32,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-01,46.40,88.16,23.00,44.06,2.24,14.99,,S,3.11,9.00,,,30.14,30.30,NCD,no cloud detected,FEW,mostly clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-02,50.00,80.24,37.40,47.66,0.00,14.99,,S,3.11,9.00,,,30.20,30.36,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-03,44.60,82.40,30.20,47.12,2.24,14.99,19.69,S,3.11,8.00,,,30.25,30.38,NCD,no cloud detected,ICC05,five oktas - 6/10,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-04,46.40,80.60,21.20,45.68,0.00,13.87,,S,3.11,8.00,,,30.23,30.39,ICC03,three oktas - 4/10,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-05,44.60,84.20,24.80,44.96,2.24,14.99,,S,3.11,9.00,,,30.14,30.31,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-06,46.40,77.00,30.20,42.08,0.00,13.87,,NE,3.11,9.00,,,30.20,30.36,NCD,no cloud detected,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-07,42.80,77.36,35.60,45.68,0.00,16.11,,S,3.11,9.00,,,30.25,30.40,NCD,no cloud detected,OVC,overcast,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-08,44.60,80.96,32.00,47.48,0.00,17.26,,SE,3.11,8.00,,,30.31,30.49,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-09,41.00,80.60,21.20,37.40,2.24,13.87,,S,3.11,12.43,,,30.28,30.48,FEW,mostly clear,BKN,mostly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-10,39.20,82.40,5.00,39.20,2.24,19.69,,S,3.11,10.00,,,30.22,30.39,NCD,no cloud detected,ICC01,one okta - 1/10 or less but not zero,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-11,42.80,81.68,14.00,43.88,0.00,18.41,17.26,S,3.11,9.00,,,30.23,30.41,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-12,46.40,84.56,23.00,42.26,0.00,13.87,16.11,SE,3.11,8.00,,,30.28,30.45,NCD,no cloud detected,SCT,partly cloudy,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-13,42.80,84.20,21.20,40.28,2.24,14.99,,S,3.11,10.00,,,30.26,30.43,NCD,no cloud detected,SKC,clear,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,2021-03-14,46.40,82.40,32.00,46.40,2.24,16.11,,S,3.11,9.00,,,30.18,30.37,NCD,no cloud detected,ICC05,five oktas - 6/10,IWC05,haze,,,,,,,,,,,,,,,,,,,,,,
