Call Sign (String),Time Zone ID (String),Date (String),Temperature Sampled Low (°F),Temperature Sampled High (°F),Dew Point Sampled Low (°F),Dew Point Sampled High (°F),Wind Speed Min (mph),Wind Speed Max (mph),Gust Speed Max (mph),Wind Direction Dominant (degrees),Visibility Min (mi),Visibility Max (mi),Precipitation (in),Snow Depth Max (in),Pressure Altimeter Min (in Hg),Pressure Altimeter Max (in Hg),Min Cloud Layer Code (String),Min Cloud Layer Label (String),Max Cloud Layer Code (String),Max Cloud Layer Label (String),Weather Code 1 (String),Weather Label 1 (String),Weather Code 2 (String),Weather Label 2 (String),Weather Code 3 (String),Weather Label 3 (String),Weather Code 4 (String),Weather Label 4 (String),Weather Code 5 (String),Weather Label 5 (String),Weather Code 6 (String),Weather Label 6 (String),Weather Code 7 (String),Weather Label 7 (String),Weather Code 8 (String),Weather Label 8 (String),Weather Code 9 (String),Weather Label 9 (String),Weather Code 10 (String),Weather Label 10 (String),Weather Code 11 (String),Weather Label 11 (String),Weather Code 12 (String),Weather Label 12 (String)
MMPB,America/Mexico_City,1994-06-27,53.60,75.20,42.26,51.80,2.24,2.30,,SE,3.00,12.43,,,,,NCD,no cloud detected,OVC,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-06-28,52.16,79.88,41.90,50.18,2.24,23.02,,E,3.00,12.43,,,,,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-06-29,48.20,75.20,41.00,53.60,0.00,9.21,,S,3.00,12.43,,,30.27,30.33,CLR,clear,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-06-30,50.00,74.48,41.00,53.60,0.00,6.90,,SW,0.00,10.00,,,30.22,30.34,CLR,clear,OVC,overcast,DZ,drizzle,-DZ,light drizzle,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-01,52.52,77.00,41.00,57.20,0.00,17.26,,S,3.00,10.00,,,30.16,30.30,CLR,clear,OVC,overcast,-RA,light rain,DZ,drizzle,-DZ,light drizzle,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-02,50.36,75.20,44.60,57.20,0.00,69.05,,N,3.00,7.00,,,30.18,30.27,CLR,clear,OVC,overcast,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-03,50.18,75.20,44.60,53.60,0.00,98.97,,S,3.00,7.00,,,30.20,30.28,SCT,partly cloudy,OVC,overcast,-RA,light rain,DZ,drizzle,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-04,57.20,75.92,42.80,59.00,0.00,11.51,,NW,3.00,10.00,,,30.21,30.31,SCT,partly cloudy,OVC,overcast,DZ,drizzle,FGFU,fog and smoke,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-05,50.72,79.16,46.40,54.50,0.00,6.90,,N,3.00,10.00,,,30.30,30.30,CLR,clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-06,51.08,81.68,47.48,55.58,0.00,9.21,,S,3.00,10.00,,,30.27,30.34,CLR,clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-07,53.60,75.92,41.00,59.00,0.00,9.21,,S,3.00,10.00,,,30.18,30.23,SCT,partly cloudy,OVC,overcast,FG,fog,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-08,52.52,72.32,46.40,53.24,0.00,13.81,,NE,3.00,7.00,,,,,FEW,mostly clear,BKN,mostly cloudy,RA,rain,-RA,light rain,DZ,drizzle,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-09,55.40,69.80,42.80,50.00,2.30,11.51,,S,3.00,9.00,,,30.29,30.34,CLR,clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-10,50.00,75.20,37.40,51.26,0.00,11.51,,N,3.00,10.00,,,30.36,30.36,CLR,clear,BKN,mostly cloudy,FU,smoke,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-11,53.60,78.44,50.00,69.80,0.00,11.51,,NE,3.00,7.00,,,30.26,30.34,FEW,mostly clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-12,55.40,80.60,44.24,53.60,0.00,11.51,,N,3.00,10.00,,,30.23,30.36,FEW,mostly clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-13,53.96,75.92,44.78,53.42,0.00,9.21,,E,3.00,10.00,,,30.34,30.34,CLR,clear,BKN,mostly cloudy,-RA,light rain,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-14,59.00,74.12,49.64,53.06,0.00,13.81,,NE,3.00,10.00,,,,,CLR,clear,BKN,mostly cloudy,FU,smoke,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-15,52.88,76.28,41.18,50.90,0.00,6.90,,NE,3.00,7.00,,,30.34,30.39,FEW,mostly clear,OVC,overcast,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-16,51.44,70.70,43.88,62.60,0.00,11.51,,N,3.00,10.00,,,30.32,30.39,CLR,clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-17,55.40,73.40,42.80,46.40,0.00,9.21,,SE,7.00,10.00,,,30.34,30.40,FEW,mostly clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-18,50.72,72.32,33.44,49.82,0.00,11.51,,E,3.00,7.00,,,,,FEW,mostly clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-19,50.00,73.40,45.50,53.06,0.00,13.81,,S,3.00,10.00,,,30.27,30.27,CLR,clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-20,54.68,79.52,44.42,51.08,0.00,11.51,,NW,3.00,10.00,,,,,CLR,clear,BKN,mostly cloudy,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-21,54.86,71.96,46.76,53.06,0.00,11.51,,N,3.00,10.00,,,,,CLR,clear,OVC,overcast,-RA,light rain,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-22,52.52,72.68,42.80,56.66,0.00,11.51,,SE,3.00,10.00,,,30.23,30.34,CLR,clear,OVC,overcast,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-23,50.00,71.60,42.80,52.70,0.00,11.51,,S,3.00,10.00,,,30.28,30.40,CLR,clear,OVC,overcast,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-24,50.54,71.96,40.82,51.80,0.00,8.06,,NE,3.00,10.00,,,30.28,30.36,FEW,mostly clear,OVC,overcast,-DZ,light drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-25,50.00,78.80,39.20,53.60,0.00,11.51,,N,3.00,10.00,,,30.20,30.36,CLR,clear,OVC,overcast,DZ,drizzle,-DZ,light drizzle,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-26,52.70,77.00,46.40,56.84,0.00,13.81,,E,3.00,10.00,,,30.23,30.36,SCT,partly cloudy,OVC,overcast,DZ,drizzle,-DZ,light drizzle,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-27,54.32,82.40,41.54,56.12,0.00,11.51,,NE,3.00,10.00,,,30.27,30.43,CLR,clear,OVC,overcast,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-28,55.40,73.40,39.20,52.16,0.00,11.51,,NW,3.00,10.00,,,30.24,30.32,CLR,clear,BKN,mostly cloudy,DZ,drizzle,-DZ,light drizzle,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-29,48.56,78.26,39.20,48.02,0.00,6.90,,N,3.00,10.00,,,30.28,30.36,CLR,clear,BKN,mostly cloudy,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-30,50.00,78.80,35.60,53.60,0.00,9.21,,NE,3.00,10.00,,,30.30,30.30,CLR,clear,BKN,mostly cloudy,DZ,drizzle,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-07-31,53.24,82.04,38.84,55.40,0.00,6.90,,NE,3.00,15.00,,,30.26,30.36,CLR,clear,BKN,mostly cloudy,DZ,drizzle,-DZ,light drizzle,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-01,55.04,73.40,50.00,53.42,0.00,11.51,,E,3.00,7.00,,,30.28,30.35,CLR,clear,BKN,mostly cloudy,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-02,52.88,71.96,48.56,54.50,0.00,6.90,,NW,3.00,9.32,,,,,NCD,no cloud detected,OVC,overcast,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-03,56.12,67.46,51.98,56.30,0.00,2.30,,S,3.00,9.32,,,,,CLR,clear,OVC,overcast,RA,rain,IWC63,rain,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,
MMPB,America/Mexico_City,1994-08-04,56.48,69.44,49.46,55.94,0.00,6.90,,SE,3.00,12.43,0.00,,,,FEW,mostly clear,OVC,overcast,RA,rain,IWC63,rain,IWC60,light intermittent rain,-RA,light rain,DZ,drizzle,-DZ,light drizzle,IWC51,light drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,
MMPB,America/Mexico_City,1994-08-05,55.40,69.80,52.88,55.94,0.00,6.90,,SW,3.00,12.43,,,,,CLR,clear,OVC,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,-DZ,light drizzle,IWC51,light drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,
MMPB,America/Mexico_City,1994-08-06,57.20,71.42,51.80,55.94,0.00,4.60,,E,3.00,9.32,,,,,CLR,clear,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,IWC04,smoke,FG,fog,IWC44,fog,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-07,57.20,72.68,49.82,55.94,2.24,4.60,,NE,3.00,12.43,,,,,ICC03,three oktas - 4/10,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-08,52.16,76.28,49.64,55.40,2.24,2.30,,SW,3.00,12.43,,,,,CLR,clear,OVC,overcast,IWC29,thunderstorm,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-09,50.72,73.04,46.40,53.42,0.00,11.51,,E,3.00,12.43,,,,,CLR,clear,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-10,50.00,69.44,46.94,51.08,0.00,4.60,,NE,3.00,10.00,,,30.34,30.34,CLR,clear,BKN,mostly cloudy,FU,smoke,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-11,53.24,71.78,49.28,54.50,0.00,6.90,,E,3.00,12.43,,,,,CLR,clear,BKN,mostly cloudy,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-12,51.08,73.76,48.38,55.04,0.00,2.30,,N,3.00,12.43,,,,,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-13,57.20,69.08,51.26,53.06,2.24,2.30,,S,3.11,12.43,,,,,ICC01,one okta - 1/10 or less but not zero,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-14,55.76,65.48,52.88,55.76,0.00,2.30,,SW,3.00,9.32,,,,,FEW,mostly clear,OVC,overcast,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-15,58.64,69.44,49.28,57.56,0.00,2.30,,N,3.00,12.43,,,,,CLR,clear,OVC,overcast,DZ,drizzle,IWC52,intermittent drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-16,55.04,77.00,46.40,57.02,0.00,11.51,,NW,3.00,10.00,,,30.23,30.30,CLR,clear,BKN,mostly cloudy,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-17,51.80,71.96,49.10,56.84,0.00,9.21,,S,3.00,10.00,,,30.28,30.36,CLR,clear,BKN,mostly cloudy,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-18,50.00,72.68,44.60,59.00,0.00,11.51,,NW,3.00,10.00,,,30.24,30.38,FEW,mostly clear,OVC,overcast,DZ,drizzle,-DZ,light drizzle,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-19,56.84,69.80,50.00,57.20,0.00,11.51,,S,3.00,10.00,,,30.27,30.27,CLR,clear,OVC,overcast,DZ,drizzle,-DZ,light drizzle,FG,fog,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-20,48.56,75.56,44.78,55.94,0.00,11.51,,S,3.00,15.00,,,,,CLR,clear,BKN,mostly cloudy,DZ,drizzle,FG,fog,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-21,52.70,73.40,45.68,55.58,0.00,11.51,,S,3.00,10.00,,,30.18,30.31,CLR,clear,BKN,mostly cloudy,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-22,51.80,77.00,42.80,54.68,0.00,28.77,,N,3.00,10.00,,,30.27,30.32,CLR,clear,BKN,mostly cloudy,RA,rain,DZ,drizzle,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-23,51.80,78.08,44.60,59.54,0.00,17.26,,S,3.00,10.00,,,30.30,30.34,CLR,clear,OVC,overcast,-RA,light rain,DZ,drizzle,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-24,62.06,73.40,48.20,53.06,0.00,6.90,,N,7.00,10.00,,,30.40,30.43,CLR,clear,OVC,overcast,FU,smoke,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-25,57.74,68.72,51.62,55.58,0.00,4.60,,NW,6.21,12.43,,,,,FEW,mostly clear,OVC,overcast,IWC62,intermittent rain,RA,rain,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-26,51.08,71.06,48.74,55.94,0.00,4.60,,N,3.00,12.43,,,,,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-27,48.92,69.44,46.94,53.78,0.00,2.30,,S,3.00,12.43,,,,,NCD,no cloud detected,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-28,48.92,74.48,45.86,55.76,0.00,4.60,,N,3.11,12.43,,,,,CLR,clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-29,52.88,72.32,50.18,56.66,0.00,6.90,,S,3.00,12.43,,,,,CLR,clear,OVC,overcast,IWC29,thunderstorm,RA,rain,IWC63,rain,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-08-30,55.76,61.16,51.44,58.10,0.00,11.51,,NW,2.00,12.43,,,30.28,30.28,CLR,clear,OVC,overcast,RA,rain,IWC63,rain,DZ,drizzle,IWC53,drizzle,FGDZ,drizzle with fog,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,IWC42,decreasing fog,FG,fog,IWC44,fog,,
MMPB,America/Mexico_City,1994-08-31,54.50,61.88,53.24,60.80,0.00,11.51,,S,1.00,12.43,,,30.24,30.30,BKN,mostly cloudy,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,FG,fog,IWC44,fog,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-01,53.60,69.08,52.16,59.00,0.00,11.51,,SW,1.00,12.43,0.08,,30.25,30.33,ICC03,three oktas - 4/10,OVC,overcast,-DZ,light drizzle,IWC51,light drizzle,IWC50,light intermittent drizzle,FG,fog,IWC44,fog,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-02,57.02,66.74,50.00,57.20,0.00,6.93,,NW,0.50,12.43,0.01,,30.24,30.37,CLR,clear,OVC,overcast,DZ,drizzle,IWC53,drizzle,-DZ,light drizzle,IWC51,light drizzle,IWC05,haze,FG,fog,IWC44,fog,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-03,48.20,68.72,35.60,51.44,0.00,9.21,,SE,3.00,12.43,,,30.27,30.37,CLR,clear,OVC,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-04,55.40,69.80,42.80,52.34,0.00,11.51,,NW,6.21,12.43,,,30.29,30.37,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-05,48.20,68.00,37.40,52.70,0.00,9.21,,NW,3.00,15.53,,,30.17,30.38,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-06,53.60,70.88,39.20,57.02,0.00,11.51,,S,3.00,12.43,,,30.24,30.39,CLR,clear,OVC,overcast,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-07,50.00,71.60,35.60,59.00,0.00,13.81,,E,3.00,12.43,,,30.26,30.37,CLR,clear,OVC,overcast,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-08,53.24,73.04,42.80,53.96,0.00,11.51,,W,3.00,12.43,,,30.20,30.34,FEW,mostly clear,OVC,overcast,TS,thunderstorm,IWC17,thunderstorm,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-09,57.56,70.16,47.12,54.86,0.00,6.93,,SE,2.00,12.43,,,30.23,30.33,CLR,clear,OVC,overcast,IWC29,thunderstorm,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-10,56.48,68.90,44.60,54.86,0.00,11.51,,SE,3.00,12.43,,,30.22,30.33,CLR,clear,OVC,overcast,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-11,55.40,71.60,46.40,56.66,0.00,6.93,,S,2.50,12.43,,,30.23,30.34,CLR,clear,OVC,overcast,RA,rain,IWC63,rain,-RA,light rain,IWC61,light rain,IWC04,smoke,FG,fog,IWC44,fog,FU,smoke,,,,,,,,
MMPB,America/Mexico_City,1994-09-12,54.32,70.34,50.00,56.48,0.00,11.51,,E,3.00,12.43,,,30.25,30.32,CLR,clear,OVC,overcast,RA,rain,IWC63,rain,DZ,drizzle,-DZ,light drizzle,IWC51,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-13,55.40,73.40,53.06,59.54,0.00,6.93,,SE,3.00,12.43,,,30.24,30.34,CLR,clear,OVC,overcast,DZ,drizzle,IWC52,intermittent drizzle,-DZ,light drizzle,IWC51,light drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-14,49.64,75.20,39.20,54.86,0.00,9.21,,W,3.00,15.00,,,30.20,30.35,CLR,clear,OVC,overcast,IWC29,thunderstorm,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-15,51.80,71.78,44.60,53.78,0.00,9.21,,N,3.00,12.43,,,30.17,30.28,CLR,clear,OVC,overcast,TS,thunderstorm,IWC17,thunderstorm,DZ,drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-16,55.40,72.68,44.60,58.10,0.00,9.21,,N,3.00,12.43,,,30.16,30.32,CLR,clear,OVC,overcast,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-17,55.40,72.32,42.80,57.92,0.00,9.21,,NW,3.00,12.43,,,30.28,30.32,CLR,clear,OVC,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,-DZ,light drizzle,IWC51,light drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,
MMPB,America/Mexico_City,1994-09-18,55.40,70.88,46.40,55.40,0.00,6.93,,NW,3.00,15.00,,,30.24,30.36,FEW,mostly clear,OVC,overcast,RA,rain,IWC63,rain,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-19,51.08,63.68,42.80,55.94,2.24,11.51,,NW,3.00,12.43,,,30.22,30.34,CLR,clear,OVC,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-20,50.00,75.20,46.40,53.96,0.00,6.93,,S,1.86,12.43,,,30.20,30.36,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-21,50.00,75.20,39.20,57.38,0.00,9.21,,S,3.00,10.00,,,30.19,30.32,NCD,no cloud detected,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-22,50.00,77.00,39.20,56.66,0.00,11.51,,S,3.11,15.00,,,30.17,30.25,NCD,no cloud detected,ICC06,six oktas - 7/10 - 8/10,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-23,47.12,77.00,37.40,54.68,0.00,11.51,,S,3.00,12.00,,,30.15,30.27,NCD,no cloud detected,OVC,overcast,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-24,57.56,74.48,50.00,64.40,0.00,11.51,,NW,3.00,7.00,,,30.20,30.28,CLR,clear,OVC,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-25,55.40,70.16,39.20,53.42,0.00,11.51,,N,3.00,12.43,,,30.24,30.28,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-26,44.96,75.20,39.20,50.72,0.00,11.51,,NW,3.00,12.43,,,30.13,30.27,NCD,no cloud detected,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-27,49.64,73.76,39.20,50.90,0.00,11.51,,N,3.00,12.00,,,30.16,30.27,CLR,clear,BKN,mostly cloudy,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-28,45.32,75.20,33.98,51.80,0.00,11.51,,N,3.00,12.43,,,30.14,30.27,NCD,no cloud detected,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-29,46.40,71.60,33.26,47.30,0.00,11.51,,NE,3.00,9.32,,,30.11,30.24,CLR,clear,OVC,overcast,,,,,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-09-30,50.00,71.96,41.00,55.94,0.00,11.51,,S,3.00,10.00,,,30.10,30.21,NCD,no cloud detected,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-10-01,57.20,69.44,51.80,56.30,0.00,11.51,,S,3.00,10.00,,,30.06,30.20,CLR,clear,OVC,overcast,DZ,drizzle,FGDZ,drizzle with fog,IWC52,intermittent drizzle,IWC05,haze,IWC44,fog,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-10-02,53.60,74.48,42.80,55.94,0.00,9.21,,S,3.00,12.43,,,30.06,30.16,CLR,clear,OVC,overcast,DZ,drizzle,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-10-03,53.60,80.24,44.60,57.74,0.00,11.51,,NW,3.00,12.43,,,30.09,30.24,CLR,clear,OVC,overcast,RA,rain,IWC63,rain,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-10-04,53.60,70.88,44.60,56.66,0.00,11.51,,NW,3.00,12.43,,,30.18,30.28,CLR,clear,OVC,overcast,DZ,drizzle,IWC05,haze,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-10-05,55.76,71.60,50.00,71.42,0.00,22.37,,S,2.49,12.43,,,30.25,30.30,CLR,clear,OVC,overcast,RA,rain,IWC63,rain,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC04,smoke,FU,smoke,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-10-06,51.26,73.04,46.40,57.56,0.00,11.51,,S,1.00,12.43,,,30.20,30.24,CLR,clear,OVC,overcast,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-10-07,55.40,72.32,46.40,60.62,0.00,11.51,,S,3.00,12.43,,,30.26,30.32,CLR,clear,OVC,overcast,DZ,drizzle,FUDZ,drizzle with smoke,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,,,,,,,
MMPB,America/Mexico_City,1994-10-08,53.60,73.40,44.60,56.84,0.00,11.51,,S,3.00,12.43,,,30.16,30.27,CLR,clear,OVC,overcast,-RA,light rain,IWC61,light rain,DZ,drizzle,-DZ,light drizzle,IWC50,light intermittent drizzle,IWC05,haze,IWC04,smoke,FU,smoke,,,,,,,,
